"datetime","count","hour","day"
"2011-01-24 15:00:00",104.28509074,15,2
"2011-01-24 16:00:00",83.34879864,16,2
"2011-01-24 17:00:00",64.04391714,17,2
"2011-01-24 18:00:00",37.9131008,18,2
"2011-01-24 19:00:00",55.92439874,19,2
"2011-01-24 20:00:00",37.9131008,20,2
"2011-01-24 21:00:00",28.55449874,21,2
"2011-01-24 22:00:00",33.19382958,22,2
"2011-01-24 23:00:00",37.49939864,23,2
"2011-01-25 00:00:00",21.45373792,0,3
"2011-01-25 01:00:00",23.90279074,1,3
"2011-01-25 02:00:00",16.81440708,2,3
"2011-01-25 04:00:00",0,4,3
"2011-01-25 05:00:00",0,5,3
"2011-01-25 06:00:00",4.05795989999999,6,3
"2011-01-25 07:00:00",1.60890707999998,7,3
"2011-01-25 08:00:00",11.49775146,8,3
"2011-01-25 09:00:00",55.48988762,9,3
"2011-01-25 10:00:00",74.2057109,10,3
"2011-01-25 11:00:00",77.15609046,11,3
"2011-01-25 12:00:00",101.54173862,12,3
"2011-01-25 13:00:00",99.50207196,13,3
"2011-01-25 14:00:00",146.1494485,14,3
"2011-01-25 15:00:00",161.0580405,15,3
"2011-01-25 16:00:00",161.0580405,16,3
"2011-01-25 17:00:00",140.3001485,17,3
"2011-01-25 18:00:00",134.37090812,18,3
"2011-01-25 19:00:00",69.33171124,19,3
"2011-01-25 20:00:00",54.8913213,20,3
"2011-01-25 21:00:00",54.8913213,21,3
"2011-01-25 22:00:00",54.98204174,22,3
"2011-01-25 23:00:00",60.83134174,23,3
"2011-01-26 00:00:00",45.99031296,0,4
"2011-01-26 01:00:00",63.91089046,1,4
"2011-01-26 02:00:00",55.0259333,2,4
"2011-01-26 05:00:00",0,5,4
"2011-01-26 06:00:00",0,6,4
"2011-01-26 07:00:00",1.4381242,7,4
"2011-01-26 08:00:00",1.4381242,8,4
"2011-01-26 09:00:00",1.4381242,9,4
"2011-01-26 10:00:00",0,10,4
"2011-01-26 11:00:00",0,11,4
"2011-01-26 12:00:00",0,12,4
"2011-01-26 13:00:00",0,13,4
"2011-01-26 14:00:00",0,14,4
"2011-01-26 15:00:00",0,15,4
"2011-01-26 16:00:00",0,16,4
"2011-01-26 17:00:00",0,17,4
"2011-01-27 16:00:00",87.8630333,16,5
"2011-01-27 17:00:00",87.4825109,17,5
"2011-01-27 18:00:00",38.35568762,18,5
"2011-01-27 19:00:00",38.35568762,19,5
"2011-01-27 20:00:00",17.36489562,20,5
"2011-01-27 21:00:00",17.36489562,21,5
"2011-01-27 22:00:00",17.36489562,22,5
"2011-01-27 23:00:00",0,23,5
"2011-01-28 00:00:00",25.87902096,0,6
"2011-01-28 01:00:00",25.87902096,1,6
"2011-01-28 02:00:00",27.47484974,2,6
"2011-01-28 03:00:00",28.7139334,3,6
"2011-01-28 05:00:00",7.72314139999998,5,6
"2011-01-28 06:00:00",4.91734345999996,6,6
"2011-01-28 07:00:00",0,7,6
"2011-01-28 08:00:00",0,8,6
"2011-01-28 09:00:00",0,9,6
"2011-01-28 10:00:00",0,10,6
"2011-01-28 11:00:00",0,11,6
"2011-01-28 12:00:00",0,12,6
"2011-01-28 13:00:00",0,13,6
"2011-01-28 14:00:00",28.3582094999999,14,6
"2011-01-28 15:00:00",0,15,6
"2011-01-28 16:00:00",16.6596095,16,6
"2011-01-28 17:00:00",31.57119046,17,6
"2011-01-28 18:00:00",30.3612213,18,6
"2011-01-28 19:00:00",37.42049046,19,6
"2011-01-28 20:00:00",51.4160213,20,6
"2011-01-28 21:00:00",31.66431296,21,6
"2011-01-28 22:00:00",65.11053254,22,6
"2011-01-28 23:00:00",77.57355008,23,6
"2011-01-29 00:00:00",64.3557550399999,0,7
"2011-01-29 01:00:00",64.4137333,1,7
"2011-01-29 02:00:00",62.82324174,2,7
"2011-01-29 03:00:00",55.44212096,3,7
"2011-01-29 04:00:00",27.1046599,4,7
"2011-01-29 06:00:00",43.90065146,6,7
"2011-01-29 07:00:00",57.5156599,7,7
"2011-01-29 08:00:00",78.65167224,8,7
"2011-01-29 09:00:00",66.90199562,9,7
"2011-01-29 10:00:00",58.3410414,10,7
"2011-01-29 11:00:00",55.53524346,11,7
"2011-01-29 12:00:00",75.2869518,12,7
"2011-01-29 13:00:00",96.04244174,13,7
"2011-01-29 14:00:00",79.24111296,14,7
"2011-01-29 15:00:00",47.96914964,15,7
"2011-01-29 16:00:00",80.74381924,16,7
"2011-01-29 17:00:00",85.2272015,17,7
"2011-01-29 18:00:00",46.02191296,18,7
"2011-01-29 19:00:00",53.81844964,19,7
"2011-01-29 20:00:00",21.28549562,20,7
"2011-01-29 21:00:00",21.28549562,21,7
"2011-01-29 22:00:00",0,22,7
"2011-01-29 23:00:00",0,23,7
"2011-01-30 00:00:00",0,0,1
"2011-01-30 01:00:00",0,1,1
"2011-01-30 02:00:00",0,2,1
"2011-01-30 03:00:00",0,3,1
"2011-01-30 04:00:00",0,4,1
"2011-01-30 05:00:00",0,5,1
"2011-01-30 07:00:00",0,7,1
"2011-01-30 08:00:00",0,8,1
"2011-01-30 09:00:00",0,9,1
"2011-01-30 10:00:00",1.16593999999996,10,1
"2011-01-30 11:00:00",22.0636095,11,1
"2011-01-30 12:00:00",116.2729539,12,1
"2011-01-30 13:00:00",78.7214724,13,1
"2011-01-30 14:00:00",82.32251612,14,1
"2011-01-30 15:00:00",102.9274485,15,1
"2011-01-30 16:00:00",102.9274485,16,1
"2011-01-30 17:00:00",100.0636723,17,1
"2011-01-30 18:00:00",59.56181124,18,1
"2011-01-30 19:00:00",61.1523028,19,1
"2011-01-30 20:00:00",66.6210804,20,1
"2011-01-30 21:00:00",44.42031924,21,1
"2011-01-30 22:00:00",41.6145213,22,1
"2011-01-30 23:00:00",57.17676642,23,1
"2011-01-31 00:00:00",60.37615008,0,2
"2011-01-31 01:00:00",53.37314964,1,2
"2011-01-31 02:00:00",54.6122333,2,2
"2011-01-31 03:00:00",54.6122333,3,2
"2011-01-31 04:00:00",61.23198058,4,2
"2011-01-31 05:00:00",39.03121942,5,2
"2011-01-31 06:00:00",16.03521248,6,2
"2011-01-31 07:00:00",34.69893792,7,2
"2011-01-31 08:00:00",49.90443792,8,2
"2011-01-31 09:00:00",50.6996837,9,2
"2011-01-31 10:00:00",49.5185783,10,2
"2011-01-31 11:00:00",49.5185783,11,2
"2011-01-31 12:00:00",75.9094414,12,2
"2011-01-31 13:00:00",61.2331625,13,2
"2011-01-31 14:00:00",73.10364346,14,2
"2011-01-31 15:00:00",55.15395146,15,2
"2011-01-31 16:00:00",67.4635718,16,2
"2011-01-31 17:00:00",49.5185783,17,2
"2011-01-31 18:00:00",63.27880708,18,2
"2011-01-31 19:00:00",90.8633539,19,2
"2011-01-31 20:00:00",58.20279074,20,2
"2011-01-31 21:00:00",63.04291812,21,2
"2011-01-31 22:00:00",53.5634599,22,2
"2011-01-31 23:00:00",41.98811812,23,2
"2011-02-20 00:00:00",152.68406966,0,1
"2011-02-20 01:00:00",129.47653794,1,1
"2011-02-20 02:00:00",134.25334984,2,1
"2011-02-20 03:00:00",119.34475784,3,1
"2011-02-20 04:00:00",119.34475784,4,1
"2011-02-20 06:00:00",95.3210427,6,1
"2011-02-20 07:00:00",75.00939064,7,1
"2011-02-20 08:00:00",86.0495334,8,1
"2011-02-20 09:00:00",104.70737842,9,1
"2011-02-20 10:00:00",139.9880028,10,1
"2011-02-20 11:00:00",178.66407024,11,1
"2011-02-20 12:00:00",174.0538539,12,1
"2011-02-20 13:00:00",187.7569245,13,1
"2011-02-20 14:00:00",208.38813174,14,1
"2011-02-20 15:00:00",208.80285512,15,1
"2011-02-20 16:00:00",202.72065512,16,1
"2011-02-20 17:00:00",188.78164374,17,1
"2011-02-20 18:00:00",179.48641096,18,1
"2011-02-20 19:00:00",179.48641096,19,1
"2011-02-20 20:00:00",162.893618,20,1
"2011-02-20 21:00:00",123.6853405,21,1
"2011-02-20 22:00:00",110.22387858,22,1
"2011-02-20 23:00:00",93.51327024,23,1
"2011-02-21 00:00:00",164.73796148,0,2
"2011-02-21 01:00:00",164.73796148,1,2
"2011-02-21 02:00:00",164.73796148,2,2
"2011-02-21 03:00:00",163.1421327,3,2
"2011-02-21 04:00:00",144.06716224,4,2
"2011-02-21 05:00:00",183.100518,5,2
"2011-02-21 06:00:00",252.5260587,6,2
"2011-02-21 07:00:00",251.73081292,7,2
"2011-02-21 08:00:00",116.1657447,8,2
"2011-02-21 09:00:00",115.37049892,9,2
"2011-02-21 10:00:00",113.77467014,10,2
"2011-02-21 11:00:00",114.6332314,11,2
"2011-02-21 12:00:00",87.6438538,12,2
"2011-02-21 13:00:00",40.44289198,13,2
"2011-02-21 14:00:00",55.99377014,14,2
"2011-02-21 15:00:00",74.41833266,15,2
"2011-02-21 16:00:00",53.28472238,16,2
"2011-02-21 17:00:00",50.27033482,17,2
"2011-02-21 18:00:00",0,18,2
"2011-02-21 19:00:00",0,19,2
"2011-02-21 20:00:00",21.90616132,20,2
"2011-02-21 21:00:00",37.5829041599999,21,2
"2011-02-21 22:00:00",25.80549388,22,2
"2011-02-21 23:00:00",25.80549388,23,2
"2011-02-22 06:00:00",0,6,3
"2011-02-22 07:00:00",0,7,3
"2011-02-22 08:00:00",0,8,3
"2011-02-22 09:00:00",0,9,3
"2011-02-22 10:00:00",13.686065,10,3
"2011-02-22 11:00:00",42.1386625,11,3
"2011-02-22 12:00:00",65.6413334,12,3
"2011-02-22 13:00:00",82.35194174,13,3
"2011-02-22 14:00:00",83.9424333,14,3
"2011-02-22 15:00:00",106.5900213,15,3
"2011-02-22 16:00:00",94.51634174,16,3
"2011-02-22 17:00:00",93.27725808,17,3
"2011-02-22 18:00:00",105.08491296,18,3
"2011-02-22 19:00:00",98.44639692,19,3
"2011-02-22 20:00:00",99.68548058,20,3
"2011-02-22 21:00:00",101.27597214,21,3
"2011-02-22 22:00:00",97.47349864,22,3
"2011-02-22 23:00:00",97.47349864,23,3
"2011-02-23 00:00:00",69.2036008,0,4
"2011-02-23 01:00:00",84.17379874,1,4
"2011-02-23 02:00:00",69.0536819599999,2,4
"2011-02-23 03:00:00",66.25322124,3,4
"2011-02-23 05:00:00",67.4631904,5,4
"2011-02-23 06:00:00",67.4631904,6,4
"2011-02-23 07:00:00",56.88928196,7,4
"2011-02-23 08:00:00",59.84499874,8,4
"2011-02-23 09:00:00",85.34989562,9,4
"2011-02-23 10:00:00",128.626832,10,4
"2011-02-23 11:00:00",133.8829029,11,4
"2011-02-23 12:00:00",161.51583862,12,4
"2011-02-23 13:00:00",194.34500812,13,4
"2011-02-23 14:00:00",197.8553314,14,4
"2011-02-23 15:00:00",215.00977762,15,4
"2011-02-23 16:00:00",214.623918,16,4
"2011-02-23 17:00:00",215.00977762,17,4
"2011-02-23 18:00:00",206.18338562,18,4
"2011-02-23 19:00:00",178.7536485,19,4
"2011-02-23 20:00:00",74.86291924,20,4
"2011-02-23 21:00:00",115.8395015,21,4
"2011-02-23 22:00:00",115.8395015,22,4
"2011-02-23 23:00:00",89.15236912,23,4
"2011-02-24 00:00:00",91.11266912,0,5
"2011-02-24 01:00:00",75.90716912,1,5
"2011-02-24 02:00:00",53.56118762,2,5
"2011-02-24 03:00:00",51.52152096,3,5
"2011-02-24 05:00:00",36.31602096,5,5
"2011-02-24 06:00:00",35.1060518,6,5
"2011-02-24 07:00:00",25.9827518,7,5
"2011-02-24 08:00:00",45.20225008,8,5
"2011-02-24 09:00:00",35.4022122,9,5
"2011-02-24 10:00:00",59.99404792,10,5
"2011-02-24 11:00:00",122.43250432,11,5
"2011-02-24 12:00:00",148.93883454,12,5
"2011-02-24 13:00:00",161.7146892,13,5
"2011-02-24 14:00:00",179.6643812,14,5
"2011-02-24 15:00:00",178.13143032,15,5
"2011-02-24 16:00:00",142.43994342,16,5
"2011-02-24 17:00:00",110.9155233,17,5
"2011-02-24 18:00:00",33.76936148,18,5
"2011-02-24 19:00:00",19.7762327,19,5
"2011-02-24 20:00:00",17.1132530399999,20,5
"2011-02-24 21:00:00",33.76936148,21,5
"2011-02-24 22:00:00",41.65299092,22,5
"2011-02-24 23:00:00",8.58547857999992,23,5
"2011-02-25 00:00:00",17.6921404999999,0,6
"2011-02-25 01:00:00",0,1,6
"2011-02-25 02:00:00",0,2,6
"2011-02-25 03:00:00",12.9948313999999,3,6
"2011-02-25 05:00:00",12.9948313999999,5,6
"2011-02-25 06:00:00",23.83417762,6,6
"2011-02-25 07:00:00",0.506810959999967,7,6
"2011-02-25 08:00:00",27.57980296,8,6
"2011-02-25 09:00:00",24.92285304,9,6
"2011-02-25 10:00:00",61.01758748,10,6
"2011-02-25 11:00:00",136.25855916,11,6
"2011-02-25 12:00:00",206.23639694,12,6
"2011-02-25 13:00:00",206.23639694,13,6
"2011-02-25 14:00:00",232.12010668,14,6
"2011-02-25 15:00:00",247.5293197,15,6
"2011-02-25 16:00:00",146.85387044,16,6
"2011-02-25 17:00:00",157.56482236,17,6
"2011-02-25 18:00:00",148.444362,18,6
"2011-02-25 19:00:00",131.15003266,19,6
"2011-02-25 20:00:00",144.63542118,20,6
"2011-02-25 21:00:00",134.37193482,21,6
"2011-02-25 22:00:00",122.95126966,22,6
"2011-02-25 23:00:00",121.00403298,23,6
"2011-02-26 00:00:00",102.2668213,0,7
"2011-02-26 01:00:00",103.4188122,1,7
"2011-02-26 02:00:00",76.5201550399999,2,7
"2011-02-26 03:00:00",88.59731296,3,7
"2011-02-26 04:00:00",85.67706912,4,7
"2011-02-26 05:00:00",69.8825109,5,7
"2011-02-26 06:00:00",79.4419095,6,7
"2011-02-26 07:00:00",79.82776912,7,7
"2011-02-26 08:00:00",91.0765015,8,7
"2011-02-26 09:00:00",104.54281124,9,7
"2011-02-26 10:00:00",140.17244146,10,7
"2011-02-26 11:00:00",148.1413485,11,7
"2011-02-26 12:00:00",159.71796224,12,7
"2011-02-26 13:00:00",174.97796214,13,7
"2011-02-26 14:00:00",192.78606148,14,7
"2011-02-26 15:00:00",188.41216842,15,7
"2011-02-26 16:00:00",164.31626842,16,7
"2011-02-26 17:00:00",174.67865208,17,7
"2011-02-26 18:00:00",158.1742313,18,7
"2011-02-26 19:00:00",142.05567014,19,7
"2011-02-26 20:00:00",114.63127024,20,7
"2011-02-26 21:00:00",81.85660064,21,7
"2011-02-26 22:00:00",49.85510908,22,7
"2011-02-26 23:00:00",48.64513992,23,7
"2011-02-27 00:00:00",0,0,1
"2011-02-27 01:00:00",0,1,1
"2011-02-27 02:00:00",0,2,1
"2011-02-27 03:00:00",0,3,1
"2011-02-27 04:00:00",0,4,1
"2011-02-27 06:00:00",0,6,1
"2011-02-27 07:00:00",0,7,1
"2011-02-27 08:00:00",0,8,1
"2011-02-27 09:00:00",3.25391611999998,9,1
"2011-02-27 10:00:00",26.84197024,10,1
"2011-02-27 11:00:00",100.35380296,11,1
"2011-02-27 12:00:00",142.66002862,12,1
"2011-02-27 13:00:00",164.921757,13,1
"2011-02-27 14:00:00",175.48919812,14,1
"2011-02-27 15:00:00",192.75441296,15,1
"2011-02-27 16:00:00",200.13553374,16,1
"2011-02-27 17:00:00",153.9882638,17,1
"2011-02-27 18:00:00",148.2320863,18,1
"2011-02-27 19:00:00",145.04576596,19,1
"2011-02-27 20:00:00",142.66002862,20,1
"2011-02-27 21:00:00",116.52750274,21,1
"2011-02-27 22:00:00",119.1904824,22,1
"2011-02-27 23:00:00",107.79893174,23,1
"2011-02-28 00:00:00",98.8048009,0,2
"2011-02-28 01:00:00",35.32825304,1,2
"2011-02-28 03:00:00",9.79296223999991,3,2
"2011-02-28 05:00:00",9.75781799999995,5,2
"2011-02-28 06:00:00",1.81562339999995,6,2
"2011-02-28 07:00:00",16.6951009,7,2
"2011-02-28 08:00:00",8.04603269999993,8,2
"2011-02-28 09:00:00",75.57991292,9,2
"2011-02-28 10:00:00",151.8578965,10,2
"2011-02-28 11:00:00",177.3739592,11,2
"2011-02-28 12:00:00",177.3739592,12,2
"2011-02-28 13:00:00",59.14046208,13,2
"2011-02-28 14:00:00",33.3339587,14,2
"2011-02-28 15:00:00",33.3339587,15,2
"2011-02-28 16:00:00",24.57024346,16,2
"2011-02-28 17:00:00",27.5777812,17,2
"2011-02-28 18:00:00",57.5446333,18,2
"2011-02-28 19:00:00",92.33929818,19,2
"2011-02-28 20:00:00",92.33929818,20,2
"2011-02-28 21:00:00",60.25963832,21,2
"2011-02-28 22:00:00",20.26797338,22,2
"2011-02-28 23:00:00",43.56520432,23,2
"2011-03-20 00:00:00",140.41747338,0,1
"2011-03-20 01:00:00",119.31057554,1,1
"2011-03-20 02:00:00",117.01022142,2,1
"2011-03-20 03:00:00",97.46470064,3,1
"2011-03-20 04:00:00",90.11803158,4,1
"2011-03-20 05:00:00",76.3578028,5,1
"2011-03-20 06:00:00",77.95363158,6,1
"2011-03-20 07:00:00",67.77205008,7,1
"2011-03-20 08:00:00",92.68788874,8,1
"2011-03-20 09:00:00",113.43804146,9,1
"2011-03-20 10:00:00",148.0141405,10,1
"2011-03-20 11:00:00",167.3487234,11,1
"2011-03-20 12:00:00",170.0638009,12,1
"2011-03-20 13:00:00",192.9145875,13,1
"2011-03-20 14:00:00",210.8642795,14,1
"2011-03-20 15:00:00",209.56422862,15,1
"2011-03-20 16:00:00",210.538257,16,1
"2011-03-20 17:00:00",210.79513542,17,1
"2011-03-20 18:00:00",193.78590954,18,1
"2011-03-20 19:00:00",161.67776842,19,1
"2011-03-20 20:00:00",152.55446842,20,1
"2011-03-20 21:00:00",131.35989092,21,1
"2011-03-20 22:00:00",129.32556148,22,1
"2011-03-20 23:00:00",114.03238182,23,1
"2011-03-21 00:00:00",123.46918182,0,2
"2011-03-21 01:00:00",102.41438182,1,2
"2011-03-21 02:00:00",99.22806148,2,2
"2011-03-21 03:00:00",99.22806148,3,2
"2011-03-21 05:00:00",60.0120447,5,2
"2011-03-21 06:00:00",84.52507014,6,2
"2011-03-21 07:00:00",49.65510388,7,2
"2011-03-21 08:00:00",43.8058038800001,8,2
"2011-03-21 09:00:00",68.81706148,9,2
"2011-03-21 10:00:00",116.39373832,10,2
"2011-03-21 11:00:00",138.3585587,11,2
"2011-03-21 12:00:00",123.50617614,12,2
"2011-03-21 13:00:00",181.78873158,13,2
"2011-03-21 14:00:00",190.31821558,14,2
"2011-03-21 15:00:00",208.23879308,15,2
"2011-03-21 16:00:00",193.50453592,16,2
"2011-03-21 17:00:00",191.90870714,17,2
"2011-03-21 18:00:00",160.20412358,18,2
"2011-03-21 19:00:00",218.52899188,19,2
"2011-03-21 20:00:00",188.6292643,20,2
"2011-03-21 21:00:00",68.5280333,21,2
"2011-03-21 22:00:00",88.37046208,22,2
"2011-03-21 23:00:00",81.20257562,23,2
"2011-03-22 00:00:00",88.7349333,0,3
"2011-03-22 01:00:00",37.51394346,1,3
"2011-03-22 02:00:00",59.16009812,2,3
"2011-03-22 03:00:00",102.82118458,3,3
"2011-03-22 04:00:00",99.69887224,4,3
"2011-03-22 05:00:00",77.14136596,5,3
"2011-03-22 06:00:00",77.66470664,6,3
"2011-03-22 07:00:00",109.0029744,7,3
"2011-03-22 08:00:00",174.0969812,8,3
"2011-03-22 09:00:00",182.86069644,9,3
"2011-03-22 10:00:00",197.8028507,10,3
"2011-03-22 11:00:00",202.67267948,11,3
"2011-03-22 12:00:00",216.60635364,12,3
"2011-03-22 13:00:00",232.63953158,13,3
"2011-03-22 14:00:00",247.34022648,14,3
"2011-03-22 15:00:00",241.76283158,15,3
"2011-03-22 16:00:00",235.3901909,16,3
"2011-03-22 17:00:00",235.3901909,17,3
"2011-03-22 18:00:00",222.75656762,18,3
"2011-03-22 19:00:00",195.41177614,19,3
"2011-03-22 20:00:00",200.98917104,20,3
"2011-03-22 21:00:00",191.22231292,21,3
"2011-03-22 22:00:00",171.70590664,22,3
"2011-03-22 23:00:00",171.70590664,23,3
"2011-03-23 00:00:00",118.02755208,0,4
"2011-03-23 01:00:00",92.64047058,1,4
"2011-03-23 02:00:00",92.64047058,2,4
"2011-03-23 03:00:00",88.38166214,3,4
"2011-03-23 05:00:00",56.2326538,5,4
"2011-03-23 06:00:00",54.92956214,6,4
"2011-03-23 07:00:00",29.3071785799999,7,4
"2011-03-23 08:00:00",50.3833538,8,4
"2011-03-23 09:00:00",67.39087014,9,4
"2011-03-23 10:00:00",74.77199092,10,4
"2011-03-23 11:00:00",56.1395313,11,4
"2011-03-23 12:00:00",53.33907058,12,4
"2011-03-23 13:00:00",58.80251096,13,4
"2011-03-23 14:00:00",61.5443009,14,4
"2011-03-23 15:00:00",93.30402308,15,4
"2011-03-23 16:00:00",117.33591508,16,4
"2011-03-23 17:00:00",117.33591508,17,4
"2011-03-23 18:00:00",100.74381464,18,4
"2011-03-23 19:00:00",100.74381464,19,4
"2011-03-23 20:00:00",78.42709696,20,4
"2011-03-23 21:00:00",19.82669588,21,4
"2011-03-23 22:00:00",30.54626224,22,4
"2011-03-23 23:00:00",41.1514365,23,4
"2011-03-24 00:00:00",31.2674785799999,0,5
"2011-03-24 01:00:00",4.22360107999998,1,5
"2011-03-24 02:00:00",5.81409263999998,2,5
"2011-03-24 03:00:00",0,3,5
"2011-03-24 04:00:00",0,4,5
"2011-03-24 05:00:00",19.7260090799999,5,5
"2011-03-24 06:00:00",19.7260090799999,6,5
"2011-03-24 07:00:00",0,7,5
"2011-03-24 08:00:00",0,8,5
"2011-03-24 09:00:00",13.96983158,9,5
"2011-03-24 10:00:00",10.72553298,10,5
"2011-03-24 11:00:00",61.5606632,11,5
"2011-03-24 12:00:00",96.60859198,12,5
"2011-03-24 13:00:00",101.21277858,13,5
"2011-03-24 14:00:00",95.07074146,14,5
"2011-03-24 15:00:00",97.04709264,15,5
"2011-03-24 16:00:00",110.66210108,16,5
"2011-03-24 17:00:00",95.45660108,17,5
"2011-03-24 18:00:00",122.3826632,18,5
"2011-03-24 19:00:00",136.52101232,19,5
"2011-03-24 20:00:00",109.98193992,20,5
"2011-03-24 21:00:00",93.27133158,21,5
"2011-03-24 22:00:00",90.08501124,22,5
"2011-03-24 23:00:00",81.4939213,23,5
"2011-03-25 00:00:00",98.6597213,0,6
"2011-03-25 01:00:00",62.55414974,1,6
"2011-03-25 02:00:00",61.34418058,2,6
"2011-03-25 03:00:00",63.7932334,3,6
"2011-03-25 04:00:00",42.8024414,4,6
"2011-03-25 05:00:00",41.59247224,5,6
"2011-03-25 06:00:00",40.35338858,6,6
"2011-03-25 07:00:00",94.49766304,7,6
"2011-03-25 08:00:00",125.02647842,8,6
"2011-03-25 09:00:00",136.3049122,9,6
"2011-03-25 10:00:00",134.980296,10,6
